cod_mun,municipio,mes,especialidade,internacoes,valor_total_brl,dias_permanencia,obitos
250750,Outros estados / ignorado,2025-02,Cirúrgico,2,3364.46,16,0
250750,Outros estados / ignorado,2025-02,Clínico,4,5760.52,55,1
250750,Outros estados / ignorado,2025-03,Cirúrgico,1,1040.2,4,0
250750,Outros estados / ignorado,2025-04,Leito-dia cirúrgico,1,382.64,0,0
250750,Outros estados / ignorado,2025-06,Clínico,2,2526.56,9,1
250750,Outros estados / ignorado,2025-07,Clínico,2,6313.24,3,0
250750,Outros estados / ignorado,2025-08,Clínico,2,911.03,3,0
250750,Outros estados / ignorado,2025-09,Cirúrgico,1,970.96,1,0
250750,Outros estados / ignorado,2025-09,Clínico,1,1592.41,4,0
250750,Outros estados / ignorado,2025-10,Clínico,1,938.11,6,0
250750,Outros estados / ignorado,2025-11,Clínico,1,266.68,37,0
250830,Outros estados / ignorado,2025-05,Cirúrgico,1,712.06,2,0
250830,Outros estados / ignorado,2025-08,Cirúrgico,1,680.11,1,0
250860,Outros estados / ignorado,2025-02,Obstétrico,1,757.93,3,0
250880,Outros estados / ignorado,2025-04,Obstétrico,1,734.93,2,0
250880,Outros estados / ignorado,2025-06,Cirúrgico,1,1484.2,7,0
250890,Outros estados / ignorado,2025-09,Clínico,1,598.04,27,0
250910,Outros estados / ignorado,2025-06,Clínico,1,376.1,3,0
250910,Outros estados / ignorado,2025-07,Cirúrgico,1,5519.8,0,0
250939,Outros estados / ignorado,2025-12,Cirúrgico,1,152.21,1,0
250940,Outros estados / ignorado,2025-10,Clínico,1,416.39,4,0
250940,Outros estados / ignorado,2025-12,Clínico,1,326.43,1,1
250950,Outros estados / ignorado,2025-07,Cirúrgico,1,13624.68,28,0
250970,Outros estados / ignorado,2025-11,Pediátrico,1,1336.55,3,0
251120,Outros estados / ignorado,2025-08,Clínico,1,367.44,1,0
251150,Outros estados / ignorado,2025-06,Obstétrico,1,1207.03,2,0
251150,Outros estados / ignorado,2025-08,Cirúrgico,1,167.04,2,0
251170,Outros estados / ignorado,2025-08,Cirúrgico,1,1346.62,3,0
251170,Outros estados / ignorado,2025-11,Obstétrico,1,673.11,2,0
251170,Outros estados / ignorado,2025-12,Pediátrico,1,2422.54,4,0
251250,Outros estados / ignorado,2025-08,Pediátrico,1,815.44,18,0
251250,Outros estados / ignorado,2025-10,Obstétrico,1,333.6,2,0
251370,Outros estados / ignorado,2025-04,Cirúrgico,1,199.33,4,0
251370,Outros estados / ignorado,2025-08,Cirúrgico,1,513.9,1,0
251370,Outros estados / ignorado,2025-12,Clínico,1,688.16,1,0
251394,Outros estados / ignorado,2025-10,Cirúrgico,1,8398.29,1,0
251510,Outros estados / ignorado,2025-02,Cirúrgico,1,17267.18,1,1
251530,Outros estados / ignorado,2025-01,Leito-dia cirúrgico,1,2334.91,0,0
251530,Outros estados / ignorado,2025-02,Cirúrgico,2,2466.42,24,0
251530,Outros estados / ignorado,2025-06,Clínico,1,565.02,3,0
251650,Outros estados / ignorado,2025-06,Cirúrgico,1,333.26,1,1
251650,Outros estados / ignorado,2025-11,Cirúrgico,1,989.84,1,0
260120,Outros estados / ignorado,2025-06,Clínico,1,1474.18,21,0
260120,Outros estados / ignorado,2025-12,Clínico,1,1281.56,8,0
260220,Outros estados / ignorado,2025-02,Cirúrgico,1,700.64,2,0
260230,Outros estados / ignorado,2025-06,Psiquiatria,1,494.39,6,0
260280,Outros estados / ignorado,2025-03,Cirúrgico,1,4620.7,1,0
260380,Outros estados / ignorado,2025-07,Leito-dia cirúrgico,1,219.12,0,0
260410,Outros estados / ignorado,2025-07,Cirúrgico,1,14130.78,2,0
260580,Outros estados / ignorado,2025-07,Cirúrgico,1,8655.22,18,0
260600,Outros estados / ignorado,2025-11,Clínico,1,4922.47,2,0
260765,Outros estados / ignorado,2025-06,Clínico,1,2453.95,5,0
260790,Outros estados / ignorado,2025-02,Cirúrgico,1,1154.66,2,0
260810,Outros estados / ignorado,2025-07,Clínico,1,375.75,11,0
260960,Outros estados / ignorado,2025-01,Leito-dia cirúrgico,1,172.27,0,0
260960,Outros estados / ignorado,2025-03,Cirúrgico,1,2217.06,12,0
260960,Outros estados / ignorado,2025-03,Clínico,1,621.34,4,0
260960,Outros estados / ignorado,2025-04,Clínico,1,262.94,5,0
260970,Outros estados / ignorado,2025-03,Obstétrico,1,680.3,3,0
260970,Outros estados / ignorado,2025-03,Pediátrico,1,489.8,8,0
261000,Outros estados / ignorado,2025-05,Pneumologia sanitária,1,87.13,1,1
261070,Outros estados / ignorado,2025-12,Cirúrgico,1,804.77,1,0
261100,Outros estados / ignorado,2025-09,Clínico,1,848.0,24,0
261110,Outros estados / ignorado,2025-01,Clínico,1,588.85,2,0
261110,Outros estados / ignorado,2025-06,Psiquiatria,1,248.5,5,0
261110,Outros estados / ignorado,2025-07,Cirúrgico,3,3484.45,12,0
261160,Outros estados / ignorado,2025-02,Cirúrgico,2,4265.06,9,0
261160,Outros estados / ignorado,2025-02,Pneumologia sanitária,1,1494.61,18,0
261160,Outros estados / ignorado,2025-03,Cirúrgico,2,2626.12,14,0
261160,Outros estados / ignorado,2025-03,Clínico,2,5822.03,100,0
261160,Outros estados / ignorado,2025-04,Clínico,2,3256.9,15,1
261160,Outros estados / ignorado,2025-04,Psiquiatria,1,576.79,7,0
261160,Outros estados / ignorado,2025-05,Clínico,1,199.33,2,0
261160,Outros estados / ignorado,2025-05,Leito-dia cirúrgico,1,579.43,0,0
261160,Outros estados / ignorado,2025-05,Obstétrico,1,565.6,31,0
261160,Outros estados / ignorado,2025-06,Pneumologia sanitária,1,2397.01,29,0
261160,Outros estados / ignorado,2025-07,Cirúrgico,1,1891.08,20,0
261160,Outros estados / ignorado,2025-07,Pneumologia sanitária,1,912.72,11,0
261160,Outros estados / ignorado,2025-08,Cirúrgico,1,3440.35,4,0
261160,Outros estados / ignorado,2025-08,Clínico,2,1477.68,10,0
261160,Outros estados / ignorado,2025-09,Cirúrgico,2,1457.66,20,0
261160,Outros estados / ignorado,2025-09,Clínico,1,1245.84,3,1
261160,Outros estados / ignorado,2025-10,Cirúrgico,2,6155.74,36,1
261160,Outros estados / ignorado,2025-11,Cirúrgico,1,215.0,0,0
261160,Outros estados / ignorado,2025-11,Clínico,1,7314.02,1,1
261160,Outros estados / ignorado,2025-12,Cirúrgico,2,700.48,2,0
261160,Outros estados / ignorado,2025-12,Clínico,1,670.2,21,0
261220,Outros estados / ignorado,2025-07,Psiquiatria,1,823.99,11,0
261370,Outros estados / ignorado,2025-08,Obstétrico,1,728.11,2,0
261485,Outros estados / ignorado,2025-07,Psiquiatria,1,1236.99,16,0
261485,Outros estados / ignorado,2025-08,Psiquiatria,1,2554.39,31,0
261485,Outros estados / ignorado,2025-09,Psiquiatria,1,2472.99,30,0
261485,Outros estados / ignorado,2025-10,Psiquiatria,1,576.79,7,0
261640,Outros estados / ignorado,2025-02,Clínico,1,2004.56,63,0
270030,Outros estados / ignorado,2025-04,Cirúrgico,2,16917.71,72,0
270030,Outros estados / ignorado,2025-07,Cirúrgico,1,961.74,1,0
270230,Outros estados / ignorado,2025-01,Cirúrgico,1,264.61,2,0
270300,Outros estados / ignorado,2025-07,Cirúrgico,1,4942.47,17,0
270300,Outros estados / ignorado,2025-08,Cirúrgico,1,184.06,1,0
270330,Outros estados / ignorado,2025-02,Cirúrgico,1,291.08,10,0
270360,Outros estados / ignorado,2025-09,Cirúrgico,2,14446.14,2,0
270360,Outros estados / ignorado,2025-10,Cirúrgico,1,8024.34,1,0
270430,Outros estados / ignorado,2025-04,Clínico,1,631.48,3,0
270430,Outros estados / ignorado,2025-06,Cirúrgico,1,1709.27,7,0
270430,Outros estados / ignorado,2025-06,Clínico,1,219.65,2,0
270430,Outros estados / ignorado,2025-06,Obstétrico,1,109.24,1,0
270430,Outros estados / ignorado,2025-10,Cirúrgico,4,19926.66,8,0
270430,Outros estados / ignorado,2025-11,Clínico,2,1494.47,31,0
270430,Outros estados / ignorado,2025-12,Cirúrgico,1,13819.91,1,0
270430,Outros estados / ignorado,2025-12,Psiquiatria,1,1071.2,14,0
270440,Outros estados / ignorado,2025-06,Cirúrgico,1,7175.71,0,0
270440,Outros estados / ignorado,2025-08,Clínico,1,674.66,3,0
270670,Outros estados / ignorado,2025-05,Clínico,1,262.55,1,0
270670,Outros estados / ignorado,2025-08,Cirúrgico,2,12855.0,3,0
270670,Outros estados / ignorado,2025-09,Clínico,2,271.71,5,0
270670,Outros estados / ignorado,2025-12,Pediátrico,1,1836.52,2,0
270750,Outros estados / ignorado,2025-01,Cirúrgico,1,6015.69,1,0
270760,Outros estados / ignorado,2025-09,Cirúrgico,1,652.4,1,0
270760,Outros estados / ignorado,2025-11,Cirúrgico,1,376.75,1,0
270840,Outros estados / ignorado,2025-01,Cirúrgico,1,29745.23,0,1
270930,Outros estados / ignorado,2025-06,Clínico,1,919.49,2,0
280030,Outros estados / ignorado,2025-02,Cirúrgico,3,8590.85,228,0
280030,Outros estados / ignorado,2025-03,Cirúrgico,1,1487.47,4,0
280030,Outros estados / ignorado,2025-03,Clínico,3,7141.52,80,0
280030,Outros estados / ignorado,2025-06,Clínico,1,2114.18,18,0
280030,Outros estados / ignorado,2025-08,Clínico,1,48.38,1,0
280030,Outros estados / ignorado,2025-10,Cirúrgico,1,796.7,22,0
280030,Outros estados / ignorado,2025-10,Clínico,1,56.38,2,0
280030,Outros estados / ignorado,2025-11,Cirúrgico,2,16161.69,22,0
280030,Outros estados / ignorado,2025-11,Clínico,1,1838.39,19,0
280030,Outros estados / ignorado,2025-12,Cirúrgico,2,12333.75,32,0
280260,Outros estados / ignorado,2025-01,Cirúrgico,1,15096.36,53,0
280290,Outros estados / ignorado,2025-03,Cirúrgico,1,2009.33,38,0
280290,Outros estados / ignorado,2025-12,Cirúrgico,1,244.61,8,0
280350,Outros estados / ignorado,2025-06,Cirúrgico,1,398.68,5,0
280420,Outros estados / ignorado,2025-09,Clínico,1,3171.12,17,0
280420,Outros estados / ignorado,2025-11,Clínico,1,12120.82,16,0
280540,Outros estados / ignorado,2025-11,Clínico,1,5425.97,3,0
280540,Outros estados / ignorado,2025-12,Cirúrgico,1,3552.3,0,0
280540,Outros estados / ignorado,2025-12,Clínico,2,41948.91,1,0
280620,Outros estados / ignorado,2025-12,Cirúrgico,1,215.0,0,0
290070,Outros estados / ignorado,2025-07,Clínico,1,367.44,9,0
290070,Outros estados / ignorado,2025-08,Clínico,1,799.15,8,0
290070,Outros estados / ignorado,2025-09,Obstétrico,1,694.11,2,0
290115,Outros estados / ignorado,2025-12,Obstétrico,1,201.54,3,0
290220,Outros estados / ignorado,2025-09,Leito-dia cirúrgico,1,172.27,0,0
290225,Outros estados / ignorado,2025-12,Obstétrico,1,705.11,4,0
290350,Outros estados / ignorado,2025-09,Cirúrgico,1,4262.37,1,0
290350,Outros estados / ignorado,2025-09,Obstétrico,2,360.68,7,0
290570,Outros estados / ignorado,2025-12,Cirúrgico,1,891.95,1,0
290600,Outros estados / ignorado,2025-12,Clínico,1,10024.59,30,1
290650,Outros estados / ignorado,2025-07,Cirúrgico,2,9686.15,3,0
290650,Outros estados / ignorado,2025-12,Cirúrgico,1,1553.55,5,0
290682,Outros estados / ignorado,2025-07,Clínico,1,915.95,4,0
290685,Outros estados / ignorado,2025-03,Leito-dia cirúrgico,1,454.02,0,0
290800,Outros estados / ignorado,2025-02,Clínico,1,779.88,10,0
290850,Outros estados / ignorado,2025-02,Cirúrgico,1,6281.74,40,0
290850,Outros estados / ignorado,2025-04,Cirúrgico,1,12238.01,38,0
290870,Outros estados / ignorado,2025-09,Obstétrico,1,176.34,4,0
291000,Outros estados / ignorado,2025-05,Cirúrgico,1,2703.11,7,0
291005,Outros estados / ignorado,2025-03,Clínico,1,624.41,1,0
291080,Outros estados / ignorado,2025-02,Cirúrgico,1,917.96,1,0
291080,Outros estados / ignorado,2025-03,Cirúrgico,1,3691.92,31,0
291080,Outros estados / ignorado,2025-03,Leito-dia cirúrgico,1,219.12,0,0
291080,Outros estados / ignorado,2025-03,Pediátrico,1,3638.69,26,0
291080,Outros estados / ignorado,2025-05,Clínico,1,884.81,32,0
291080,Outros estados / ignorado,2025-06,Clínico,1,963.89,14,0
291080,Outros estados / ignorado,2025-07,Obstétrico,1,184.34,5,0
291080,Outros estados / ignorado,2025-10,Clínico,1,199.33,1,0
291080,Outros estados / ignorado,2025-11,Clínico,2,7794.98,11,0
291100,Outros estados / ignorado,2025-01,Cirúrgico,1,215.0,0,0
291150,Outros estados / ignorado,2025-02,Cirúrgico,1,1181.12,2,0
291210,Outros estados / ignorado,2025-03,Clínico,1,4453.46,0,0
291310,Outros estados / ignorado,2025-02,Cirúrgico,1,529.67,1,0
291310,Outros estados / ignorado,2025-04,Clínico,1,581.31,3,0
291450,Outros estados / ignorado,2025-11,Cirúrgico,1,1413.29,7,0
291500,Outros estados / ignorado,2025-09,Clínico,1,228.44,3,0
291530,Outros estados / ignorado,2025-06,Cirúrgico,1,7551.85,6,0
291530,Outros estados / ignorado,2025-06,Obstétrico,1,109.24,2,0
291530,Outros estados / ignorado,2025-07,Obstétrico,1,133.24,4,0
291640,Outros estados / ignorado,2025-07,Psiquiatria,1,330.59,5,0
291640,Outros estados / ignorado,2025-08,Psiquiatria,1,82.39,1,0
291710,Outros estados / ignorado,2025-08,Obstétrico,1,202.27,3,0
291710,Outros estados / ignorado,2025-09,Obstétrico,1,1198.22,13,0
291710,Outros estados / ignorado,2025-10,Pediátrico,1,22074.35,0,0
291800,Outros estados / ignorado,2025-03,Obstétrico,1,57.0,6,0
291800,Outros estados / ignorado,2025-10,Clínico,1,1336.55,3,0
291840,Outros estados / ignorado,2025-06,Cirúrgico,1,14223.01,40,0
291880,Outros estados / ignorado,2025-12,Clínico,1,199.97,3,0
291920,Outros estados / ignorado,2025-02,Psiquiatria,1,101.8,2,0
291992,Outros estados / ignorado,2025-05,Cirúrgico,1,1049.01,2,0
292070,Outros estados / ignorado,2025-09,Clínico,1,253.65,1,0
292250,Outros estados / ignorado,2025-03,Clínico,1,317.73,4,0
292370,Outros estados / ignorado,2025-01,Cirúrgico,1,8024.34,1,0
292370,Outros estados / ignorado,2025-01,Leito-dia cirúrgico,1,235.12,0,0
292370,Outros estados / ignorado,2025-03,Cirúrgico,2,38262.12,5,0
292400,Outros estados / ignorado,2025-06,Clínico,1,615.78,0,1
292405,Outros estados / ignorado,2025-01,Psiquiatria,1,342.0,6,0
292530,Outros estados / ignorado,2025-07,Clínico,1,952.66,9,0
292530,Outros estados / ignorado,2025-09,Cirúrgico,1,2023.18,2,0
292740,Outros estados / ignorado,2025-01,Clínico,3,804.89,24,0
292740,Outros estados / ignorado,2025-01,Crônicos,1,3632.77,31,0
292740,Outros estados / ignorado,2025-02,Cirúrgico,1,1792.23,2,0
292740,Outros estados / ignorado,2025-02,Clínico,3,2149.27,35,0
292740,Outros estados / ignorado,2025-02,Crônicos,1,3336.16,28,0
292740,Outros estados / ignorado,2025-03,Cirúrgico,3,3874.24,23,0
292740,Outros estados / ignorado,2025-03,Crônicos,1,3535.57,31,0
292740,Outros estados / ignorado,2025-04,Cirúrgico,1,1069.81,8,0
292740,Outros estados / ignorado,2025-04,Clínico,1,372.82,1,0
292740,Outros estados / ignorado,2025-04,Crônicos,1,3469.1,30,0
292740,Outros estados / ignorado,2025-04,Pediátrico,1,7062.12,23,0
292740,Outros estados / ignorado,2025-05,Cirúrgico,1,1848.73,7,0
292740,Outros estados / ignorado,2025-05,Crônicos,1,3535.57,31,0
292740,Outros estados / ignorado,2025-06,Cirúrgico,1,13632.39,3,0
292740,Outros estados / ignorado,2025-06,Clínico,3,8080.16,15,1
292740,Outros estados / ignorado,2025-06,Crônicos,1,3469.1,30,0
292740,Outros estados / ignorado,2025-07,Clínico,1,738.46,2,1
292740,Outros estados / ignorado,2025-07,Crônicos,1,3535.57,31,0
292740,Outros estados / ignorado,2025-08,Cirúrgico,1,7269.08,6,0
292740,Outros estados / ignorado,2025-08,Clínico,2,1458.89,55,0
292740,Outros estados / ignorado,2025-08,Crônicos,1,3535.57,31,0
292740,Outros estados / ignorado,2025-09,Cirúrgico,1,866.64,8,0
292740,Outros estados / ignorado,2025-09,Crônicos,1,3469.1,30,0
292740,Outros estados / ignorado,2025-10,Cirúrgico,1,414.62,2,0
292740,Outros estados / ignorado,2025-10,Crônicos,1,3535.57,31,0
292740,Outros estados / ignorado,2025-10,Obstétrico,1,109.24,2,0
292740,Outros estados / ignorado,2025-11,Cirúrgico,5,11022.11,24,0
292740,Outros estados / ignorado,2025-11,Clínico,2,7142.45,9,1
292740,Outros estados / ignorado,2025-11,Crônicos,1,3469.1,30,0
292740,Outros estados / ignorado,2025-11,Obstétrico,1,176.34,3,0
292740,Outros estados / ignorado,2025-12,Cirúrgico,2,4159.58,14,0
292740,Outros estados / ignorado,2025-12,Clínico,1,109.24,1,0
292740,Outros estados / ignorado,2025-12,Crônicos,1,3535.57,31,0
292770,Outros estados / ignorado,2025-09,Cirúrgico,1,37087.56,53,0
292805,Outros estados / ignorado,2025-09,Cirúrgico,1,196.4,2,0
292820,Outros estados / ignorado,2025-06,Pediátrico,1,364.79,8,0
292860,Outros estados / ignorado,2025-01,Clínico,1,536.14,3,0
292930,Outros estados / ignorado,2025-09,Obstétrico,1,760.11,2,0
292935,Outros estados / ignorado,2025-05,Obstétrico,1,605.66,2,0
293050,Outros estados / ignorado,2025-05,Cirúrgico,1,285.38,1,0
293050,Outros estados / ignorado,2025-05,Pediátrico,1,514.02,11,0
293050,Outros estados / ignorado,2025-07,Clínico,1,321.68,1,0
293050,Outros estados / ignorado,2025-12,Clínico,1,223.33,4,0
293120,Outros estados / ignorado,2025-04,Cirúrgico,1,393.32,1,0
293135,Outros estados / ignorado,2025-04,Cirúrgico,1,398.68,3,0
293135,Outros estados / ignorado,2025-07,Leito-dia AIDS,1,70.35,0,0
293135,Outros estados / ignorado,2025-08,Clínico,1,1904.26,42,0
293135,Outros estados / ignorado,2025-08,Leito-dia AIDS,1,93.8,0,0
293135,Outros estados / ignorado,2025-09,Leito-dia AIDS,1,70.35,0,0
293135,Outros estados / ignorado,2025-10,Cirúrgico,1,1707.72,6,0
293210,Outros estados / ignorado,2025-07,Clínico,1,10624.64,1,0
293220,Outros estados / ignorado,2025-08,Obstétrico,1,762.93,3,0
293270,Outros estados / ignorado,2025-05,Cirúrgico,1,1334.2,5,0
293270,Outros estados / ignorado,2025-06,Clínico,1,616.62,5,0
293290,Outros estados / ignorado,2025-01,Cirúrgico,1,535.82,3,0
293290,Outros estados / ignorado,2025-01,Clínico,1,12830.16,1,0
293290,Outros estados / ignorado,2025-02,Cirúrgico,3,18132.36,3,0
293290,Outros estados / ignorado,2025-03,Cirúrgico,1,8024.34,1,0
293290,Outros estados / ignorado,2025-04,Cirúrgico,1,569.0,1,0
293290,Outros estados / ignorado,2025-05,Cirúrgico,1,916.36,3,0
293290,Outros estados / ignorado,2025-06,Cirúrgico,1,5833.37,1,0
293290,Outros estados / ignorado,2025-06,Clínico,1,1550.28,39,0
293290,Outros estados / ignorado,2025-08,Cirúrgico,1,6421.8,1,0
293290,Outros estados / ignorado,2025-09,Cirúrgico,4,32782.06,3,0
293290,Outros estados / ignorado,2025-10,Cirúrgico,2,13881.05,5,0
293290,Outros estados / ignorado,2025-12,Obstétrico,1,109.24,4,0
293300,Outros estados / ignorado,2025-09,Clínico,1,199.33,5,0
293310,Outros estados / ignorado,2025-02,Cirúrgico,1,811.31,2,0
293320,Outros estados / ignorado,2025-04,Psiquiatria,2,447.3,10,0
293320,Outros estados / ignorado,2025-05,Clínico,1,2450.77,4,1
293330,Outros estados / ignorado,2025-08,Clínico,1,339.54,1,0
293360,Outros estados / ignorado,2025-10,Cirúrgico,1,4065.97,1,0
293360,Outros estados / ignorado,2025-10,Obstétrico,2,317.78,8,0
310070,Outros estados / ignorado,2025-12,Cirúrgico,1,7990.23,2,0
310120,Outros estados / ignorado,2025-03,Obstétrico,1,152.14,2,0
310150,Outros estados / ignorado,2025-01,Clínico,1,298.99,4,0
310150,Outros estados / ignorado,2025-01,Crônicos,1,2188.91,31,0
310150,Outros estados / ignorado,2025-02,Crônicos,1,1977.08,28,0
310150,Outros estados / ignorado,2025-03,Cirúrgico,1,159.67,1,0
310150,Outros estados / ignorado,2025-03,Clínico,4,7032.5,89,0
310150,Outros estados / ignorado,2025-03,Crônicos,1,2836.91,31,0
310150,Outros estados / ignorado,2025-04,Crônicos,1,2831.1,30,0
310150,Outros estados / ignorado,2025-05,Clínico,1,298.99,3,0
310150,Outros estados / ignorado,2025-05,Crônicos,1,2901.71,31,0
310150,Outros estados / ignorado,2025-06,Cirúrgico,2,39908.6,5,0
310150,Outros estados / ignorado,2025-06,Clínico,1,109.24,1,0
310150,Outros estados / ignorado,2025-06,Crônicos,1,2831.1,30,0
310150,Outros estados / ignorado,2025-06,Pediátrico,1,496.87,2,0
310150,Outros estados / ignorado,2025-07,Cirúrgico,1,8460.35,6,0
310150,Outros estados / ignorado,2025-07,Clínico,1,292.62,1,0
310150,Outros estados / ignorado,2025-07,Crônicos,1,2998.91,31,0
310150,Outros estados / ignorado,2025-08,Cirúrgico,1,4697.93,7,0
310150,Outros estados / ignorado,2025-08,Crônicos,1,2998.91,31,0
310150,Outros estados / ignorado,2025-08,Obstétrico,1,688.11,2,0
310150,Outros estados / ignorado,2025-09,Cirúrgico,1,8668.07,2,0
310150,Outros estados / ignorado,2025-09,Crônicos,1,2928.3,30,0
310150,Outros estados / ignorado,2025-09,Pediátrico,1,250.1,1,0
310150,Outros estados / ignorado,2025-10,Cirúrgico,1,443.4,5,0
310150,Outros estados / ignorado,2025-10,Clínico,1,2734.08,0,0
310150,Outros estados / ignorado,2025-10,Crônicos,1,2998.91,31,0
310150,Outros estados / ignorado,2025-10,Pediátrico,1,185.07,1,0
